id,title,subtitle,company,location,sublocation,hourly_rate_neto,hourly_rate_bruto,payment_type,normalized_payment_type,normalized_city,normalized_region,description,open_positions,duration,work_schedule,start_date,first_seen,last_seen
425039,POMOČ PRI PRODAJI,,M-SFINGA D.O.O.,"ŠKOFJA LOKA-MESTO, MESTNI TRG 40",PEKARSTVO OREHEK,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,ŠKOFJA LOKA,GORENJSKA,"Pomoč pri prodaji pekovskih izdelkov v manjši prodajalni, dopeka na delovnem mestu. Delo z blagajno in denarjem. Delo poteka dvoizmensko oziroma glede na zmožnost in prilagoditev študijskih obveznosti. Delo poteka tudi ob sobotah, po dogovoru. Nudijo tudi možnost kasnejše redne zaposlitve. Urna postavka je od 8,98 € bruto navzgor, glede na interes kandidata/ke, možnost stimulacije.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-04-14T18:00:07.791091+00:00
425322,POMOČ V KUHINJI,,ALPE-PANON D.O.O.,"CELJE, MARIBORSKA CESTA 164","MCDONALDS, MEK",8.17,9.5,8.17 €/h neto (9.50 €/h bruto),HOURLY,CELJE,SAVINJSKA,"Pridruži se ekipi in se prijavi na delo v restavraciji s hitro prehrano. V svoj kolektiv vabijo zanesljive osebe za pomoč v kuhinji. Čakata te huda služba in dobra družba. Ponujajo dobro in stimulativno plačilo (začetna urna postavka je 9,50 € bruto, nočna/praznična pa 11 € bruto). Za nočno delo je pogoj starost nad 18 let, prijetno in sproščeno okolje urnik po dogovoru (večinoma se dela popoldan in med vikendi), pridobiš pa tudi neprecenljive izkušnje in veščine.",10,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,,2026-03-12T20:27:52.341669+00:00,2026-03-18T19:00:09.889413+00:00
425333,POMOČ V STREŽBI,,ALPE-PANON D.O.O.,"MARIBOR, PTUJSKA CESTA 106",,8.17,9.5,8.17 €/h neto (9.50 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,"Podjetje išče več oseb za pomoč v restavraciji s hitro prehrano. Delovni čas je fleksibilen. Ob praznikih in v nočnem času (pogoj je 18 let) znaša urna postavka 10 € bruto. Zainteresirani se lahko prijavite preko elektronske pošte, e-prijave, spletne strani ali se oglasite osebno v restavraciji.",3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-03-15T22:29:50.872560+00:00
425557,STREŽBA,,"GOSTINSKE STORITVE, SARA TURNŠEK S.P.","CELJE, LJUBLJANSKA CESTA 1B",DŽUNGLA,,,PO DOGOVORU,NEGOTIABLE,CELJE,SAVINJSKA,Lokal v centru mesta v zabavno ekipo vabi več polnoletnih oseb za pomoč v strežbi. Pogoj so izkušnje z delom v strežbi in znanje za samostojno delo. Urna postavka je po dogovoru. Za dodatne informacije pokličite na kontakt podjetja.,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-03-22T19:00:08.364281+00:00
425687,STREŽBA HRANE IN PIJAČE,,"MZN GOSTINSTVO, MARIJA ZAVIRŠEK NOVAK S.P.","TURJAK, TURJAK 17",PICERIJA ROZIKA,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,TURJAK,OSREDNJESLOVENSKA,Potrebujejo več oseb za strežbo hrane in pijače v piceriji. Pogoj: znanje slovenskega jezika.,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-03T19:40:03.884392+00:00
425883,BLAGAJNIK,,ALPE-PANON D.O.O.,"NOVO MESTO, LJUBLJANSKA CESTA 24",MCDONALDS,8.17,9.5,8.17 €/h neto (9.50 €/h bruto),HOURLY,NOVO MESTO,JUGOVZHODNA SLOVENIJA,V restravraciji s hitro prehrano potrebujejo več oseb za delo na blagajni. Nudijo fleksibilen delovni čas in nagrajujejo najboljše. Nočna in praznična urna postavka znaša 10 € bruto. Pogoj za delo blagajnika je aktivno znanje slovenskega jezika in komunikativnost.,10,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-03-18T19:00:09.889413+00:00
426162,GRADBENA DELA,DELO NA TERENU,"ZARE, IZKOPI, PREVOZI IN KAMNOLOM, D.O.O.","GORENJA VAS - PO TERENU , ZADOBJE 17",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,GORENJA VAS,ZASAVSKA,"Podjetje išče pridno, vestno in zanesljivo osebo za občasno pomoč pri gradbenih delih (delo na gradbenih strojih). Dela se po potrebi, delovnik po dogovoru s podjetjem. Zaželen izpit B kategorije, ni pogoj. Delo je terensko.",,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-04-23T19:53:00.447477+00:00
426282,POMOČ V STREŽBI,POMIVALEC,GOSTILNA MORSKI KONJIČEK DARIJA HRVATIČ S.P.,"PIVKA, MALA PRISTAVA 10",,8.5,9.88,8.50 €/h neto (9.88 €/h bruto),HOURLY,PIVKA,PRIMORSKO-NOTRANJSKA,"Podjetje išče osebi za pomoč v strežbi: strežba in pospravljanje miz ob odhodu gostov, pomivanje... Urnik dela je po dogovoru. V primeru izkušenj je urna postavka višja.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-03T19:40:03.884392+00:00
426767,STREŽBA,,"KAVARNA IN ČAJNICA ŠKORPIJON, JURE FLORJANČIČ S.P.","MARIBOR RAZVANJE, ULICA JANKA SERNCA 3",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,"Potrebujejo osebi za delo v strežbi v mirnem delovnem okolju, z zaključenimi družbami. Pogoja sta starost nad 18 let in delovne izkušnje.",2,PO DOGOVORU,IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-03-19T19:00:06.351088+00:00
427123,DELO V PROIZVODNJI,,DETA & CO. D.O.O.,"RIBNICA, OBRTNA CONA UGAR 30",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,RIBNICA,JUGOVZHODNA SLOVENIJA,Podjetje potrebuje osebo za različna dela v proizvodnji (proizvodnja parketa in notranjih vrat). Delo je enostavno. Zaželeno bivališče na območju Ribnice oz. njene okolice. Poleg urne postavke je plačana tudi malica. Delovnik po dogovoru s podjetjem.,,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-11T20:23:31.304571+00:00
427447,DELO V ZDRAVSTVU,NEGOVANJE,ZAVOD SV. MARTINA,"SREDNJA VAS V BOHINJU , SREDNJA VAS V BOHINJU 33A",DOM SV. MARTINA,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,SREDNJA VAS V BOHINJU,GORENJSKA,"Iščejo osebi zdravstvene smeri za sodelovanje v procesu zdravstvene nege. Glede na opravljeno delo je lahko urna postavka tudi višja (do 11,62 € bruto), dogovor s podjetjem.",2,PO DOGOVORU,IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-05-11T20:23:31.304571+00:00
427587,PROMOCIJA,,DRUŠTVO ZA SRČNO ŽILNE BOLEZNI AED,IZOLA,,15.0,17.43,15.00 €/h neto (17.43 €/h bruto),HOURLY,IZOLA/ISOLA,OBALNO-KRAŠKA,"Iščejo zagnane in motivirane ljudi za delo promocij. Kot predstavnik/ca društva boš spodbujal/a ljudi, da del dohodnine namenijo za defibrilatorje. Urna postavka velja za 5 zbranih obrazcev na uro, pogosto se jih zbere več. Potrebna sta izpit in lasten prevoz. Zaželene so izkušnje s promocijami ali prodajo, komunikativnost in pripravljenost pristopiti do ljudi. Vse potrebne informacije boš prejel/a pred začetkom dela. Prijavo pošlji preko e-maila ter pripni CV in telefonski kontakt.",5,PO DOGOVORU,PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-12T20:19:55.410900+00:00
427588,PROMOCIJA,,DRUŠTVO ZA SRČNO ŽILNE BOLEZNI AED,"PIRAN, PORTOROŽ",,15.0,17.43,15.00 €/h neto (17.43 €/h bruto),HOURLY,PIRAN/PIRANO,OBALNO-KRAŠKA,"Iščejo zagnane in motivirane ljudi za delo promocij. Kot predstavnik/ca društva boš spodbujal/a ljudi, da del dohodnine namenijo za defibrilatorje. Urna postavka velja za 5 zbranih obrazcev na uro, pogosto se jih zbere več. Potrebna sta izpit in lasten prevoz. Zaželene so izkušnje s promocijami ali prodajo, komunikativnost in pripravljenost pristopiti do ljudi. Vse potrebne informacije boš prejel/a pred začetkom dela. Prijavo pošlji preko e-maila ter pripni CV in telefonski kontakt.",5,PO DOGOVORU,PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-12T20:19:55.410900+00:00
427589,PROMOCIJA,,DRUŠTVO ZA SRČNO ŽILNE BOLEZNI AED,POSTOJNA,,15.0,17.43,15.00 €/h neto (17.43 €/h bruto),HOURLY,POSTOJNA,PRIMORSKO-NOTRANJSKA,"ščejo zagnane in motivirane ljudi za delo promocij. Kot predstavnik/-ca društva boš spodbujal/-a ljudi, da del dohodnine namenijo za defibrilatorje. Urna postavka velja za 5 zbranih obrazcev na uro, pogosto se jih zbere več. Zaželene so izkušnje s promocijami ali prodajo, komunikativnost, pripravljenost pristopiti do ljudi in lasten prevoz. Vse potrebne informacije prejmete pred pričetkom dela. Prijavo s priloženim CV-jem, telefonom in krajem, kjer bi delo opravljali, pošlji preko emaila.",5,PO DOGOVORU,PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-12T20:19:55.410900+00:00
427615,PRODAJA,PRIPRAVA HRANE,CHUTIS D.O.O.,"LJUBLJANA (BTC, CENTER, ŠIŠKA)",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Prodajalec hitre hrane potrebuje pomoč pri pripravi, prodaji hrane in čiščenju. Izkušnje so zaželene, niso pa pogoj. Navedena urna postavka je začetna in se glede na uspešnost pri delu lahko dvigne, delo je plačano stimulativno. Pričakujejo zanesljivost, pripravljenost na delo ter komunikativnost. Pogoj razumevanje slovenskega jezika.",3,PO DOGOVORU,IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-05-13T20:22:16.016320+00:00
427872,STREŽBA,,"LAMI CAFFE, AYTEN MUJKANOVIĆ S.P.","VELENJE , KIDRIČEVA CESTA 45",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,VELENJE,SAVINJSKA,Iščejo polnoletni osebi za delo v strežbi.,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-04-29T20:02:59.280698+00:00
428327,TRŽENJE,PREZENTACIJE,KARNION D.O.O.,"MEDVODE, VERJE 13A IN ZG. PIRNIČE 140",,,,PO DOGOVORU,NEGOTIABLE,MEDVODE,OSREDNJESLOVENSKA,"Potrebujejo študenta/ko za pomoč pri prezentaciji in trženju programov. Zaželeno je, da ste proaktivni in imate visoko stopnjo osebnostne inteligence, da ste komunikativni in samoiniciativni, da imate smisel za delo v skupini, ste zanesljivi, odgovorni in natančni. Prijavo s CV-jem pošlji na e-mail. Ob odličnih delovnih rezultatih je kasneje možno tudi redno delovno razmerje.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-19T21:34:11.364675+00:00
428346,DELO V KUHINJI,DELO V RESTAVRACIJI S HITRO PREHRANO,ALPE-PANON D.O.O.,"PTUJ, ORMOŠKA CESTA 3","MCDONALDS, MEK",8.17,9.5,8.17 €/h neto (9.50 €/h bruto),HOURLY,PTUJ,PODRAVSKA,V restavraciji s hitro prehrano iščejo večje število dijakov/študentov (m/ž). Urnik prilagodijo glede na vašo razpoložljivost.,25,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-19T21:34:11.364675+00:00
428347,DELO S STRANKAMI,DELO V RESTAVRACIJI S HITRO PREHRANO,ALPE-PANON D.O.O.,"PTUJ, ORMOŠKA CESTA 3","MCDONALDS, MEK",8.17,9.5,8.17 €/h neto (9.50 €/h bruto),HOURLY,PTUJ,PODRAVSKA,V restavraciji s hitro prehrano iščejo večje število dijakov/študentov (m/ž). Urnik prilagodijo glede na vašo razpoložljivost.,25,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-04-13T19:21:35.672790+00:00
428464,POUČEVANJE,,KARNION D.O.O.,"MEDVODE, VERJE 13 A",,,,20 - 25 € BRUTO/45 MIN,OTHER,MEDVODE,OSREDNJESLOVENSKA,"Poučevanje angleškega jezika. Pogoj: študent/ka magistrskega študija angleščine ali absolvent/ka z izkušnjami poučevanja, za samostojno poučevanje vseh stopenj angleškega jezika. Zaželeno je tudi, da ste proaktivni in imate visoko stopnjo osebnostne inteligence, da ste komunikativni in samoiniciativni, da imate smisel za delo v skupini, ste zanesljivi, odgovorni in natančni. Prijavo in CV pošlji na e-mail.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-04-06T18:00:07.141649+00:00
428687,REŠEVALEC/KA IZ VODE,,"G-STORITVE IN SVETOVANJE,GREGA ŠERBEC S.P.","PTUJ, ORMOŽ",,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,PTUJ,PODRAVSKA,"Iščejo reševalca/ko iz vode. Delo poteka na kopališčih, potrebna je veljavna licenca za reševalca/ko iz vode (A2, B). Delo obsega opazovanje kopališča, skrb za red, nudenje prve pomoči. Delo je odgovorno, ampak zelo lepo. Lahko ponudijo izobraževanje oz. usposabljanje za pridobitev licence RIV (A1/A2). Pričakujejo vestnost, zanesljivost, odgovornost. Zaželen lasten prevoz.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-10T19:44:21.026279+00:00
428692,REŠEVALEC/KA IZ VODE,,"G-STORITVE IN SVETOVANJE,GREGA ŠERBEC S.P.","LJUTOMER, LENDAVA",,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,LJUTOMER,POMURSKA,"Iščejo reševalca/ko iz vode. Delo poteka na kopališčih, potrebna je veljavna licenca za reševalca/ko iz vode (A2, B). Delo obsega opazovanje kopališča, skrb za red, nudenje prve pomoči. Delo je odgovorno, ampak zelo lepo. Lahko ponudijo izobraževanje oz. usposabljanje za pridobitev licence RIV (A1/A2). Pričakujejo vestnost, zanesljivost, odgovornost. Zaželen lasten prevoz.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-10T19:44:21.026279+00:00
428693,REŠEVALEC/KA IZ VODE,,"G-STORITVE IN SVETOVANJE,GREGA ŠERBEC S.P.",SLOVENSKA BISTRICA,,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,SLOVENSKA BISTRICA,PODRAVSKA,"Iščejo reševalca/ko iz vode. Delo poteka na kopališčih, potrebna je veljavna licenca za reševalca/ko iz vode (A2, B). Delo obsega opazovanje kopališča, skrb za red, nudenje prve pomoči. Delo je odgovorno, ampak zelo lepo. Lahko ponudijo izobraževanje oz. usposabljanje za pridobitev licence RIV (A1/A2). Pričakujejo vestnost, zanesljivost, odgovornost. Zaželen lasten prevoz.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-10T19:44:21.026279+00:00
429094,ZDRAVSTVENA NEGA,POMOČ BOLNIM IN OSTARELIM,DOM DR. JANKA BENEDIKA RADOVLJICA,"RADOVLJICA, ŠERCERJEVA ULICA 35",,10.33,12.0,10.33 €/h neto (12.00 €/h bruto),HOURLY,RADOVLJICA,GORENJSKA,"Pomoč in sodelovanje pri izvajanju zdravstvene nege in oskrbe vseh kategorij oskrbovancev, pomoč pri vzdrževanju ožjega oskrbovančevega okolja in njegovi higienski oskrbi, pomoč pri opazovanju in beleženju stanja oskrbovancev, pomoč oskrbovancem pri gibanju in transferju, pomoč pri transferju zdravstvenega in oskrbnega materiala. Pogoj je šolanje na področju zdravstvenih strok. Nastop dela je možen takoj.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-05-26T20:34:55.472877+00:00
429144,DELO S STRANKAMI,DELO NA RAČUNALNIKU,"MAREMICO, D.O.O.","LJUBLJANA ČRNUČE, ŠLANDROVA ULICA 4","LECTUS VODNE POSTELJE, BOXSPRING POSTELJE, LEŽIŠČA LETICIA",8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Delo je sestavljeno iz komunikacije s strankami in dela z računalnikom. S strankami se srečate, ko pridejo v spalni center po izdelke, preko telefona, e-maila in ostalih kanalov. Na računalniku se izdajajo računi, pripravljajo ponudbe, obdelujejo naročila. Pričakujejo skrbnost in voljo do dela, osebno urejenost, zanesljivost, poznavanje dela z računalnikom. O datumu začetka dela se lahko dogovorite. Z urnikom se prilagodijo vašim študijskim obveznostim.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-27T20:53:07.814240+00:00
429391,STREŽBA,,"BAR SIMPLE, GOSTINSKE STORITVE, PATRICIJA JAGODIČ S.P.","ARTIČE, TREBEŽ 16",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,ARTIČE,POSAVSKA,"V lokalu potrebujejo osebi za strežbo. Plačilo je od 8,98 € bruto dalje.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-03-24T19:58:39.149385+00:00
429550,POMOČ V TRGOVINI,POLNJENJE POLIC,MERCATOR D.O.O.,LJUBLJANA BRDO,MARKET BRDO,7.74,9.0,7.74 €/h neto (9.00 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,Trgovinsko podjetje išče polnoletno osebo za lažja dela v trgovini - pomoč na oddelkih in polnjenje polic.,2,PO DOGOVORU,PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-05-24T19:49:22.440445+00:00
429895,ZDRAVSTVENI TEHNIK,POMOČ PRI OSKRBI STANOVALCEV - STAREJŠIH,DOM STAREJŠIH OBČANOV GROSUPLJE,"GROSUPLJE, OB GROSUPELJŠČICI 28",,9.04,10.5,9.04 €/h neto (10.50 €/h bruto),HOURLY,GROSUPLJE,OSREDNJESLOVENSKA,"Iščejo kandidate, ki so pripravljeni pomagati starejšim pri osnovnih potrebah (umivanje, oblačenje, hranjenje ...), so mlad kolektiv, ki je zelo prilagodljiv glede urnika. Možnost kasnejše zaposlitve in nadaljnjega izobraževanja. Bruto urna postavka za delo v nedeljo in na praznik je 11,00 €. Vabljeni tudi mladoletni dijaki.",5,PO DOGOVORU,IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-06-03T21:36:52.378107+00:00
429997,STREŽBA,,"BAR MALNAR, STREŽBA PIJAČ, LARISA ŠKERJANC S.P.","KOZINA, MESTNI TRG 4",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,KOZINA,OBALNO-KRAŠKA,"Točenje in postrežba pijač v dnevnem baru. Zaželene izkušnje, ni pa nujno, osnovno znanje italijanskega in angleškega jezika. Iščejo vestne, delavne, komunikativne, samoiniciativne, odgovorne osebe.Pogoj je polnoletnost.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-03-12T20:27:52.341669+00:00,2026-05-13T20:22:16.016320+00:00
430368,POMOČ UPORABNIKOM,OSEBNA ASISTENCA,YHD - DRUŠTVO ZA TEORIJO IN KULTURO HENDIKEPA,KRANJ,,8.52,9.9,8.52 €/h neto (9.90 €/h bruto),HOURLY,KRANJ,GORENJSKA,"Iščejo polnoletno osebo za delo osebnega asistenta/ke hendikepirani osebi. Za opravljanje dela osebnega asistenta niso potrebne posebne izkušnje. Pomembno je, da ste zanesljivi, da vas veseli delo z ljudmi in da imate solidno znanje slovenščine. Pomoč hendikepirani uporabnici pri osebni negi, gospodinjskih opravilih in pri spremstvu poteka po navodilih uporabnice in v njeni prisotnosti. Za opravljanje dela je treba opraviti krajše predhodno usposabljanje.",2,PO DOGOVORU,PO DOGOVORU,,2026-03-12T20:27:52.341669+00:00,2026-06-07T19:56:54.149322+00:00
